ArtistID;Artist;CertifiedUnits;Gold;Platinum;MultiPlatinum;Diamond;Country;LifeSpanBegin;PlatinumRate;GoldPlusDiamond
1954FA9A2F35582BC090F3B8BDCABE5C;Elton John        ;79;39;27;14;1;GB;1960;2;40
01520F603433F39173D45645C4F25A47;Billy Joel        ;85;23;13;7;1;GB;1960;6;24
7D5CCF680A01368419660639FE1F4D63;Michael Jackson   ;89;17;11;8;1;GB;1960;8;18
700C19B4BE6FEA62A79EF39655F0A14D;Led Zeppelin      ;111;18;13;10;1;GB;1960;8;19
35F1D0D83CE31283098108CAA454990E;Eagles            ;120;24;18;12;3;GB;1960;6;27
72DE4063A117BFDC4EA56CD7407D0375;Elvis Presley     ;146;54;38;27;1;GB;1960;3;55
9A985AF435EE5174D2F3883AECF04BE5;Garth Brooks      ;157;60;36;22;9;GB;1960;4;69
4DD6F6958DE61830EBF316D75CDBF99C;The Beatles       ;183;48;42;26;6;GB;1960;4;54
